Name,Profession,Month,Net Worth,Net Worth Label
Lala1,"Police, Fire, EMT",207,62808.203895220184,"$62,808.20"
Lala1,"Police, Fire, EMT",208,63257.92562581793,"$63,257.93"
Lala1,"Police, Fire, EMT",209,63709.47957841433,"$63,709.48"
Lala1,"Police, Fire, EMT",210,64162.873217708606,"$64,162.87"
Lala1,"Police, Fire, EMT",211,64618.114038812084,"$64,618.11"
Lala1,"Police, Fire, EMT",212,65075.209567372105,"$65,075.21"
Lala1,"Police, Fire, EMT",213,65534.16735969643,"$65,534.17"
Lala1,"Police, Fire, EMT",214,65994.99500287816,"$65,995.00"
Lala1,"Police, Fire, EMT",215,66457.70011492114,"$66,457.70"
Lala1,"Police, Fire, EMT",216,66922.29034486592,"$66,922.29"
Lala1,"Police, Fire, EMT",217,67388.77337291617,"$67,388.77"
Lala1,"Police, Fire, EMT",218,67857.15691056567,"$67,857.16"
Lala1,"Police, Fire, EMT",219,68327.44870072577,"$68,327.45"
Lala1,"Police, Fire, EMT",220,68799.65651785341,"$68,799.66"
Lala1,"Police, Fire, EMT",221,69273.78816807964,"$69,273.79"
Lala1,"Police, Fire, EMT",222,69749.85148933863,"$69,749.85"
Lala1,"Police, Fire, EMT",223,70227.85435149728,"$70,227.85"
Lala1,"Police, Fire, EMT",224,70707.80465648531,"$70,707.80"
Lala1,"Police, Fire, EMT",225,71189.71033842587,"$71,189.71"
Lala1,"Police, Fire, EMT",226,71673.5793637667,"$71,673.58"
Lala1,"Police, Fire, EMT",227,72159.41973141182,"$72,159.42"
Lala1,"Police, Fire, EMT",228,72647.23947285383,"$72,647.24"
Lala1,"Police, Fire, EMT",229,73137.04665230658,"$73,137.05"
Lala1,"Police, Fire, EMT",230,73628.84936683855,"$73,628.85"
Lala1,"Police, Fire, EMT",231,74122.65574650666,"$74,122.66"
Lala1,"Police, Fire, EMT",232,74618.47395449069,"$74,618.47"
Lala1,"Police, Fire, EMT",233,75116.31218722824,"$75,116.31"
Lala1,"Police, Fire, EMT",234,75616.17867455017,"$75,616.18"
Lala1,"Police, Fire, EMT",235,76118.08167981677,"$76,118.08"
Lala1,"Police, Fire, EMT",236,76622.0295000542,"$76,622.03"
Lala1,"Police, Fire, EMT",237,77128.03046609178,"$77,128.03"
Lala1,"Police, Fire, EMT",238,77636.09294269964,"$77,636.09"
Lala1,"Police, Fire, EMT",239,78146.22532872703,"$78,146.23"
Lala1,"Police, Fire, EMT",240,78658.43605724114,"$78,658.44"
Lala1,"Police, Fire, EMT",241,79172.73359566653,"$79,172.73"
Lala1,"Police, Fire, EMT",242,79689.1264459251,"$79,689.13"
Lala1,"Police, Fire, EMT",243,80207.6231445766,"$80,207.62"
Lala1,"Police, Fire, EMT",244,80728.23226295983,"$80,728.23"
Lala1,"Police, Fire, EMT",245,81250.96240733426,"$81,250.96"
Lala1,"Police, Fire, EMT",246,81775.8222190223,"$81,775.82"
Lala1,"Police, Fire, EMT",247,82302.82037455222,"$82,302.82"
Lala1,"Police, Fire, EMT",248,82831.96558580152,"$82,831.97"
Lala1,"Police, Fire, EMT",249,83363.26660014098,"$83,363.27"
Lala1,"Police, Fire, EMT",250,83896.73220057924,"$83,896.73"
Lala1,"Police, Fire, EMT",251,84432.371205908,"$84,432.37"
Lala1,"Police, Fire, EMT",252,84970.19247084782,"$84,970.19"
Lala1,"Police, Fire, EMT",253,85510.20488619448,"$85,510.20"
Lala1,"Police, Fire, EMT",254,86052.41737896597,"$86,052.42"
Lala1,"Police, Fire, EMT",255,86596.83891255005,"$86,596.84"
Lala1,"Police, Fire, EMT",256,87143.47848685244,"$87,143.48"
Lala1,"Police, Fire, EMT",257,87692.34513844558,"$87,692.35"
Lala1,"Police, Fire, EMT",258,88243.44794071803,"$88,243.45"
Lala1,"Police, Fire, EMT",259,88796.79600402445,"$88,796.80"
Lala1,"Police, Fire, EMT",260,89352.39847583622,"$89,352.40"
Lala1,"Police, Fire, EMT",261,89910.26454089265,"$89,910.26"
Lala1,"Police, Fire, EMT",262,90470.40342135282,"$90,470.40"
Lala1,"Police, Fire, EMT",263,91032.82437694802,"$91,032.82"
Lala1,"Police, Fire, EMT",264,91597.53670513483,"$91,597.54"
Lala1,"Police, Fire, EMT",265,92164.54974124883,"$92,164.55"
Lala1,"Police, Fire, EMT",266,92733.8728586589,"$92,733.87"
Lala1,"Police, Fire, EMT",267,93305.51546892218,"$93,305.52"
Lala1,"Police, Fire, EMT",268,93879.4870219397,"$93,879.49"
Lala1,"Police, Fire, EMT",269,94455.7970061125,"$94,455.80"
Lala1,"Police, Fire, EMT",270,95034.45494849856,"$95,034.45"
Lala1,"Police, Fire, EMT",271,95615.4704149703,"$95,615.47"
Lala1,"Police, Fire, EMT",272,96198.85301037267,"$96,198.85"
Lala1,"Police, Fire, EMT",273,96784.61237868192,"$96,784.61"
Lala1,"Police, Fire, EMT",274,97372.7582031651,"$97,372.76"
Lala1,"Police, Fire, EMT",275,97963.30020654005,"$97,963.30"
Lala1,"Police, Fire, EMT",276,98556.2481511362,"$98,556.25"
Lala1,"Police, Fire, EMT",277,99151.6118390559,"$99,151.61"
Lala1,"Police, Fire, EMT",278,99749.40111233648,"$99,749.40"
Lala1,"Police, Fire, EMT",279,100349.62585311293,"$100,349.63"
Lala1,"Police, Fire, EMT",280,100952.29598378131,"$100,952.30"
Lala1,"Police, Fire, EMT",281,101557.42146716274,"$101,557.42"
Lala1,"Police, Fire, EMT",282,102165.01230666811,"$102,165.01"
Lala1,"Police, Fire, EMT",283,102775.07854646344,"$102,775.08"
Lala1,"Police, Fire, EMT",284,103387.63027163592,"$103,387.63"
Lala1,"Police, Fire, EMT",285,104002.67760836064,"$104,002.68"
Lala1,"Police, Fire, EMT",286,104620.23072406798,"$104,620.23"
Lala1,"Police, Fire, EMT",287,105240.29982761169,"$105,240.30"
Lala1,"Police, Fire, EMT",288,105862.89516943764,"$105,862.90"
Lala1,"Police, Fire, EMT",289,106488.02704175333,"$106,488.03"
Lala1,"Police, Fire, EMT",290,107115.70577869793,"$107,115.71"
Lala1,"Police, Fire, EMT",291,107745.9417565132,"$107,745.94"
Lala1,"Police, Fire, EMT",292,108378.74539371501,"$108,378.75"
Lala1,"Police, Fire, EMT",293,109014.12715126552,"$109,014.13"
Lala1,"Police, Fire, EMT",294,109652.09753274616,"$109,652.10"
Lala1,"Police, Fire, EMT",295,110292.66708453126,"$110,292.67"
Lala1,"Police, Fire, EMT",296,110935.84639596236,"$110,935.85"
Lala1,"Police, Fire, EMT",297,111581.64609952332,"$111,581.65"
Lala1,"Police, Fire, EMT",298,112230.07687101603,"$112,230.08"
Lala1,"Police, Fire, EMT",299,112881.14942973692,"$112,881.15"
Lala1,"Police, Fire, EMT",300,113534.87453865419,"$113,534.87"
Lala1army,"Police, Fire, EMT",1,600.0,$600.00
Lala1army,"Police, Fire, EMT",2,1202.444474270189,"$1,202.44"
Lala1army,"Police, Fire, EMT",3,1807.3433819013296,"$1,807.34"
Lala1army,"Police, Fire, EMT",4,2414.7067225587534,"$2,414.71"
Lala1army,"Police, Fire, EMT",5,3024.5445366476656,"$3,024.54"
Lala1army,"Police, Fire, EMT",6,3636.8669054791258,"$3,636.87"
Lala1army,"Police, Fire, EMT",7,4251.683951436702,"$4,251.68"
Lala1army,"Police, Fire, EMT",8,4869.005838143807,"$4,869.01"
Lala1army,"Police, Fire, EMT",9,5488.842770631711,"$5,488.84"
Lala1army,"Police, Fire, EMT",10,6111.2049955082475,"$6,111.20"
Lala1army,"Police, Fire, EMT",11,6736.102801127198,"$6,736.10"
Lala1army,"Police, Fire, EMT",12,7363.546517758371,"$7,363.55"
Lala1army,"Police, Fire, EMT",13,7993.546517758371,"$7,993.55"
Lala1army,"Police, Fire, EMT",14,8626.113215742069,"$8,626.11"
Lala1army,"Police, Fire, EMT",15,9261.257068754767,"$9,261.26"
Lala1army,"Police, Fire, EMT",16,9898.988576445063,"$9,898.99"
Lala1army,"Police, Fire, EMT",17,10539.31828123842,"$10,539.32"
Lala1army,"Police, Fire, EMT",18,11182.256768511454,"$11,182.26"
Lala1army,"Police, Fire, EMT",19,11827.81466676691,"$11,827.81"
Lala1army,"Police, Fire, EMT",20,12476.00264780937,"$12,476.00"
Lala1army,"Police, Fire, EMT",21,13126.83142692167,"$13,126.83"
Lala1army,"Police, Fire, EMT",22,13780.311763042035,"$13,780.31"
Lala1army,"Police, Fire, EMT",23,14436.454458941933,"$14,436.45"
Lala1army,"Police, Fire, EMT",24,15095.270361404664,"$15,095.27"
Lala1army,"Police, Fire, EMT",25,15756.770361404664,"$15,756.77"
Lala1army,"Police, Fire, EMT",26,16420.96539428755,"$16,420.97"
Lala1army,"Police, Fire, EMT",27,17087.86643995088,"$17,087.87"
Lala1army,"Police, Fire, EMT",28,17757.48452302569,"$17,757.48"
Lala1army,"Police, Fire, EMT",29,18429.830713058716,"$18,429.83"
Lala1army,"Police, Fire, EMT",30,19104.916124695403,"$19,104.92"
Lala1army,"Police, Fire, EMT",31,19782.751917863632,"$19,782.75"
Lala1army,"Police, Fire, EMT",32,20463.349297958215,"$20,463.35"
Lala1army,"Police, Fire, EMT",33,21146.71951602613,"$21,146.72"
Lala1army,"Police, Fire, EMT",34,21832.873868952513,"$21,832.87"
Lala1army,"Police, Fire, EMT",35,22521.823699647408,"$22,521.82"
Lala1army,"Police, Fire, EMT",36,23213.580397233276,"$23,213.58"
Lala1army,"Police, Fire, EMT",37,23908.155397233277,"$23,908.16"
Lala1army,"Police, Fire, EMT",38,24605.560181760306,"$24,605.56"
Lala1army,"Police, Fire, EMT",39,25305.806279706805,"$25,305.81"
Lala1army,"Police, Fire, EMT",40,26008.905266935355,"$26,008.91"
Lala1army,"Police, Fire, EMT",41,26714.868766470034,"$26,714.87"
Lala1army,"Police, Fire, EMT",42,27423.708448688554,"$27,423.71"
Lala1army,"Police, Fire, EMT",43,28135.436031515193,"$28,135.44"
Lala1army,"Police, Fire, EMT",44,28850.063280614508,"$28,850.06"
Lala1army,"Police, Fire, EMT",45,29567.60200958582,"$29,567.60"
Lala1army,"Police, Fire, EMT",46,30288.06408015852,"$30,288.06"
Lala1army,"Police, Fire, EMT",47,31011.461402388162,"$31,011.46"
Lala1army,"Police, Fire, EMT",48,31737.805934853324,"$31,737.81"
Lala1army,"Police, Fire, EMT",49,32467.109684853327,"$32,467.11"
Lala1army,"Police, Fire, EMT",50,33199.38470860671,"$33,199.38"
Lala1army,"Police, Fire, EMT",51,33934.64311145054,"$33,934.64"
Lala1army,"Police, Fire, EMT",52,34672.89704804052,"$34,672.90"
Lala1army,"Police, Fire, EMT",53,35414.15872255193,"$35,414.16"
Lala1army,"Police, Fire, EMT",54,36158.440388881376,"$36,158.44"
Lala1army,"Police, Fire, EMT",55,36905.75435084935,"$36,905.75"
Lala1army,"Police, Fire, EMT",56,37656.112962403626,"$37,656.11"
Lala1army,"Police, Fire, EMT",57,38409.5286278235,"$38,409.53"
Lala1army,"Police, Fire, EMT",58,39166.01380192484,"$39,166.01"
Lala1army,"Police, Fire, EMT",59,39925.58099026596,"$39,925.58"
Lala1army,"Police, Fire, EMT",60,40688.24274935438,"$40,688.24"
Lala1army,"Police, Fire, EMT",61,41454.011686854385,"$41,454.01"
Lala1army,"Police, Fire, EMT",62,42222.900461795434,"$42,222.90"
Lala1army,"Police, Fire, EMT",63,42994.92178478145,"$42,994.92"
Lala1army,"Police, Fire, EMT",64,43770.08841820093,"$43,770.09"
Lala1army,"Police, Fire, EMT",65,44548.41317643791,"$44,548.41"
Lala1army,"Police, Fire, EMT",66,45329.90892608383,"$45,329.91"
Lala1army,"Police, Fire, EMT",67,46114.5885861502,"$46,114.59"
Lala1army,"Police, Fire, EMT",68,46902.465128282194,"$46,902.47"
Lala1army,"Police, Fire, EMT",69,47693.55157697306,"$47,693.55"
Lala1army,"Police, Fire, EMT",70,48487.861009779466,"$48,487.86"
Lala1army,"Police, Fire, EMT",71,49285.406557537644,"$49,285.41"
Lala1army,"Police, Fire, EMT",72,50086.20140458049,"$50,086.20"
Lala1army,"Police, Fire, EMT",73,50890.25878895549,"$50,890.26"
Lala1army,"Police, Fire, EMT",74,51697.59200264359,"$51,697.59"
Lala1army,"Police, Fire, EMT",75,52508.214391778914,"$52,508.21"
Lala1army,"Police, Fire, EMT",76,53322.13935686937,"$53,322.14"
Lala1army,"Police, Fire, EMT",77,54139.3803530182,"$54,139.38"
Lala1army,"Police, Fire, EMT",78,54959.950890146414,"$54,959.95"
Lala1army,"Police, Fire, EMT",79,55783.8645332161,"$55,783.86"
Lala1army,"Police, Fire, EMT",80,56611.134902454694,"$56,611.13"
Lala1army,"Police, Fire, EMT",81,57441.77567358011,"$57,441.78"
Lala1army,"Police, Fire, EMT",82,58275.800578026836,"$58,275.80"
Lala1army,"Police, Fire, EMT",83,59113.223403172924,"$59,113.22"
Lala1army,"Police, Fire, EMT",84,59954.05799256791,"$59,954.06"
Lala1army,"Police, Fire, EMT",85,60798.31824616167,"$60,798.32"
Lala1army,"Police, Fire, EMT",86,61646.01812053417,"$61,646.02"
Lala1army,"Police, Fire, EMT",87,62497.17162912626,"$62,497.17"
Lala1army,"Police, Fire, EMT",88,63351.79284247123,"$63,351.79"
Lala1army,"Police, Fire, EMT",89,64209.895888427505,"$64,209.90"
Lala1army,"Police, Fire, EMT",90,65071.49495241213,"$65,071.49"
Lala1army,"Police, Fire, EMT",91,65936.60427763531,"$65,936.60"
Lala1army,"Police, Fire, EMT",92,66805.23816533583,"$66,805.24"
Lala1army,"Police, Fire, EMT",93,67677.41097501751,"$67,677.41"
Lala1army,"Police, Fire, EMT",94,68553.13712468657,"$68,553.14"
Lala1army,"Police, Fire, EMT",95,69432.43109108997,"$69,432.43"
Lala1army,"Police, Fire, EMT",96,70315.3074099547,"$70,315.31"
Lala1army,"Police, Fire, EMT",97,71201.78067622814,"$71,201.78"
Lala1army,"Police, Fire, EMT",98,72091.86554431927,"$72,091.87"
Lala1army,"Police, Fire, EMT",99,72985.57672834097,"$72,985.58"
Lala1army,"Police, Fire, EMT",100,73882.9290023532,"$73,882.93"
Lala1army,"Police, Fire, EMT",101,74783.93720060728,"$74,783.94"
Lala1army,"Police, Fire, EMT",102,75688.61621779115,"$75,688.62"
Lala1army,"Police, Fire, EMT",103,76596.98100927548,"$76,596.98"
Lala1army,"Police, Fire, EMT",104,77509.04659136102,"$77,509.05"
Lala1army,"Police, Fire, EMT",105,78424.8280415268,"$78,424.83"
Lala1army,"Police, Fire, EMT",106,79344.34049867932,"$79,344.34"
Lala1army,"Police, Fire, EMT",107,80267.59916340288,"$80,267.60"
Lala1army,"Police, Fire, EMT",108,81194.61929821085,"$81,194.62"
Lala1army,"Police, Fire, EMT",109,82125.41622779796,"$82,125.42"
Lala1army,"Police, Fire, EMT",110,83060.00533929365,"$83,060.01"
Lala1army,"Police, Fire, EMT",111,83998.40208251643,"$83,998.40"
Lala1army,"Police, Fire, EMT",112,84940.62197022927,"$84,940.62"
Lala1army,"Police, Fire, EMT",113,85886.68057839607,"$85,886.68"
Lala1army,"Police, Fire, EMT",114,86836.59354643912,"$86,836.59"
Lala1army,"Police, Fire, EMT",115,87790.37657749768,"$87,790.38"
Lala1army,"Police, Fire, EMT",116,88748.0454386875,"$88,748.05"
Lala1army,"Police, Fire, EMT",117,89709.61596136157,"$89,709.62"
Lala1army,"Police, Fire, EMT",118,90675.10404137171,"$90,675.10"
Lala1army,"Police, Fire, EMT",119,91644.52563933145,"$91,644.53"
Lala1army,"Police, Fire, EMT",120,92617.89678087982,"$92,617.90"
Lala1army,"Police, Fire, EMT",121,93595.23355694629,"$93,595.23"
Lala1army,"Police, Fire, EMT",122,94576.55212401677,"$94,576.55"
Lala1army,"Police, Fire, EMT",123,95561.8687044007,"$95,561.87"
Lala1army,"Police, Fire, EMT",124,96551.19958649918,"$96,551.20"
Lala1army,"Police, Fire, EMT",125,97544.56112507431,"$97,544.56"
Lala1army,"Police, Fire, EMT",126,98541.96974151951,"$98,541.97"
Lala1army,"Police, Fire, EMT",127,99543.441924131,"$99,543.44"
Lala1army,"Police, Fire, EMT",128,100548.99422838031,"$100,548.99"
Lala1army,"Police, Fire, EMT",129,101558.64327718808,"$101,558.64"
Lala1army,"Police, Fire, EMT",130,102572.40576119872,"$102,572.41"
Lala1army,"Police, Fire, EMT",131,103590.29843905645,"$103,590.30"
Lala1army,"Police, Fire, EMT",132,104612.33813768224,"$104,612.34"
Lala1army,"Police, Fire, EMT",133,105638.54175255203,"$105,638.54"
Lala1army,"Police, Fire, EMT",134,106668.92624797604,"$106,668.93"
Lala1army,"Police, Fire, EMT",135,107703.50865737915,"$107,703.51"
Lala1army,"Police, Fire, EMT",136,108742.30608358256,"$108,742.31"
Lala1army,"Police, Fire, EMT",137,109785.33569908646,"$109,785.34"
Lala1army,"Police, Fire, EMT",138,110832.61474635392,"$110,832.61"
Lala1army,"Police, Fire, EMT",139,111884.16053809598,"$111,884.16"
Lala1army,"Police, Fire, EMT",140,112939.99045755777,"$112,939.99"
Lala1army,"Police, Fire, EMT",141,114000.12195880592,"$114,000.12"
Lala1army,"Police, Fire, EMT",142,115064.57256701711,"$115,064.57"
Lala1army,"Police, Fire, EMT",143,116133.35987876772,"$116,133.36"
Lala1army,"Police, Fire, EMT",144,117206.5015623248,"$117,206.50"
Lala1army,"Police, Fire, EMT",145,118284.01535793809,"$118,284.02"
Lala1army,"Police, Fire, EMT",146,119365.91907813329,"$119,365.92"
Lala1army,"Police, Fire, EMT",147,120452.23060800656,"$120,452.23"
Lala1army,"Police, Fire, EMT",148,121542.96790552014,"$121,542.97"
Lala1army,"Police, Fire, EMT",149,122638.14900179923,"$122,638.15"
Lala1army,"Police, Fire, EMT",150,123737.79200143008,"$123,737.79"
Lala1army,"Police, Fire, EMT",151,124841.91508275924,"$124,841.92"
Lala1army,"Police, Fire, EMT",152,125950.53649819411,"$125,950.54"
Lala1army,"Police, Fire, EMT",153,127063.67457450468,"$127,063.67"
Lala1army,"Police, Fire, EMT",154,128181.34771312642,"$128,181.35"
Lala1army,"Police, Fire, EMT",155,129303.57439046456,"$129,303.57"
Lala1army,"Police, Fire, EMT",156,130430.3731581995,"$130,430.37"
Lala1army,"Police, Fire, EMT",157,131561.76264359345,"$131,561.76"
Lala1army,"Police, Fire, EMT",158,132697.76154979842,"$132,697.76"
Lala1army,"Police, Fire, EMT",159,133838.38865616536,"$133,838.39"
Lala1army,"Police, Fire, EMT",160,134983.6628185546,"$134,983.66"
Lala1army,"Police, Fire, EMT",161,136133.60296964765,"$136,133.60"
Lala1army,"Police, Fire, EMT",162,137288.22811926002,"$137,288.23"
Lala1army,"Police, Fire, EMT",163,138447.55735465564,"$138,447.56"
Lala1army,"Police, Fire, EMT",164,139611.60984086225,"$139,611.61"
Lala1army,"Police, Fire, EMT",165,140780.40482098833,"$140,780.40"
Lala1army,"Police, Fire, EMT",166,141953.96161654117,"$141,953.96"
Lala1army,"Police, Fire, EMT",167,143132.29962774622,"$143,132.30"
Lala1army,"Police, Fire, EMT",168,144315.4383338679,"$144,315.44"
Lala1army,"Police, Fire, EMT",169,145503.39729353154,"$145,503.40"
Lala1army,"Police, Fire, EMT",170,146696.19614504676,"$146,696.20"
Lala1army,"Police, Fire, EMT",171,147893.85460673206,"$147,893.85"
Lala1army,"Police, Fire, EMT",172,149096.39247724076,"$149,096.39"
Lala1army,"Police, Fire, EMT",173,150303.82963588845,"$150,303.83"
Lala1army,"Police, Fire, EMT",174,151516.18604298146,"$151,516.19"
Lala1army,"Police, Fire, EMT",175,152733.48174014685,"$152,733.48"
Lala1army,"Police, Fire, EMT",176,153955.7368506638,"$153,955.74"
Lala1army,"Police, Fire, EMT",177,155182.97157979617,"$155,182.97"
Lala1army,"Police, Fire, EMT",178,156415.20621512664,"$156,415.21"
Lala1army,"Police, Fire, EMT",179,157652.46112689195,"$157,652.46"
Lala1army,"Police, Fire, EMT",180,158894.75676831973,"$158,894.76"
Lala1army,"Police, Fire, EMT",181,160142.11367596657,"$160,142.11"
Lala1army,"Police, Fire, EMT",182,161394.55247005753,"$161,394.55"
Lala1army,"Police, Fire, EMT",183,162652.09385482708,"$162,652.09"
Lala1army,"Police, Fire, EMT",184,163914.75861886123,"$163,914.76"
Lala1army,"Police, Fire, EMT",185,165182.56763544132,"$165,182.57"
Lala1army,"Police, Fire, EMT",186,166455.54186288896,"$166,455.54"
Lala1army,"Police, Fire, EMT",187,167733.70234491263,"$167,733.70"
Lala1army,"Police, Fire, EMT",188,169017.07021095543,"$169,017.07"
Lala1army,"Police, Fire, EMT",189,170305.66667654444,"$170,305.67"
Lala1army,"Police, Fire, EMT",190,171599.51304364143,"$171,599.51"
Lala1army,"Police, Fire, EMT",191,172898.630700995,"$172,898.63"
Lala1army,"Police, Fire, EMT",192,174203.04112449416,"$174,203.04"
Lala1army,"Police, Fire, EMT",193,175512.76587752334,"$175,512.77"
Lala1army,"Police, Fire, EMT",194,176827.82661131886,"$176,827.83"
Lala1army,"Police, Fire, EMT",195,178148.2450653269,"$178,148.25"
Lala1army,"Police, Fire, EMT",196,179474.04306756274,"$179,474.04"
Lala1army,"Police, Fire, EMT",197,180805.24253497183,"$180,805.24"
Lala1army,"Police, Fire, EMT",198,182141.86547379187,"$182,141.87"
Lala1army,"Police, Fire, EMT",199,183483.93397991674,"$183,483.93"
Lala1army,"Police, Fire, EMT",200,184831.4702392617,"$184,831.47"
Lala1army,"Police, Fire, EMT",201,186184.49652813017,"$186,184.50"
Lala1army,"Police, Fire, EMT",202,187543.035213582,"$187,543.04"
Lala1army,"Police, Fire, EMT",203,188907.10875380327,"$188,907.11"
Lala1army,"Police, Fire, EMT",204,190276.73969847738,"$190,276.74"
Lala1army,"Police, Fire, EMT",205,191651.95068915802,"$191,651.95"
Lala1army,"Police, Fire, EMT",206,193032.76445964334,"$193,032.76"
Lala1army,"Police, Fire, EMT",207,194419.20383635175,"$194,419.20"
Lala1army,"Police, Fire, EMT",208,195811.2917386994,"$195,811.29"
Lala1army,"Police, Fire, EMT",209,197209.05117947893,"$197,209.05"
Lala1army,"Police, Fire, EMT",210,198612.50526523998,"$198,612.51"
Lala1army,"Police, Fire, EMT",211,200021.67719667108,"$200,021.68"
Lala1army,"Police, Fire, EMT",212,201436.59026898327,"$201,436.59"
Lala1army,"Police, Fire, EMT",213,202857.26787229517,"$202,857.27"
Lala1army,"Police, Fire, EMT",214,204283.73349201962,"$204,283.73"
Lala1army,"Police, Fire, EMT",215,205716.01070925195,"$205,716.01"
Lala1army,"Police, Fire, EMT",216,207154.12320115976,"$207,154.12"
Lala1army,"Police, Fire, EMT",217,208598.09474137443,"$208,598.09"
Lala1army,"Police, Fire, EMT",218,210047.949200384,"$210,047.95"
Lala1army,"Police, Fire, EMT",219,211503.71054592784,"$211,503.71"
Lala1army,"Police, Fire, EMT",220,212965.4028433929,"$212,965.40"
Lala1army,"Police, Fire, EMT",221,214433.0502562114,"$214,433.05"
Lala1army,"Police, Fire, EMT",222,215906.6770462605,"$215,906.68"
Lala1army,"Police, Fire, EMT",223,217386.30757426316,"$217,386.31"
Lala1army,"Police, Fire, EMT",224,218871.96630019095,"$218,871.97"
Lala1army,"Police, Fire, EMT",225,220363.67778366845,"$220,363.68"
Lala1army,"Police, Fire, EMT",226,221861.46668437912,"$221,861.47"
Lala1army,"Police, Fire, EMT",227,223365.35776247305,"$223,365.36"
Lala1army,"Police, Fire, EMT",228,224875.37587897628,"$224,875.38"
Lala1army,"Police, Fire, EMT",229,226391.5459962017,"$226,391.55"
Lala1army,"Police, Fire, EMT",230,227913.89317816173,"$227,913.89"
Lala1army,"Police, Fire, EMT",231,229442.44259098277,"$229,442.44"
Lala1army,"Police, Fire, EMT",232,230977.21950332107,"$230,977.22"
Lala1army,"Police, Fire, EMT",233,232518.2492867805,"$232,518.25"
Lala1army,"Police, Fire, EMT",234,234065.55741633207,"$234,065.56"
Lala1army,"Police, Fire, EMT",235,235619.16947073487,"$235,619.17"
Lala1army,"Police, Fire, EMT",236,237179.11113295905,"$237,179.11"
Lala1army,"Police, Fire, EMT",237,238745.4081906104,"$238,745.41"
Lala1army,"Police, Fire, EMT",238,240318.0865363566,"$240,318.09"
Lala1army,"Police, Fire, EMT",239,241897.17216835523,"$241,897.17"
Lala1army,"Police, Fire, EMT",240,243482.6911906836,"$243,482.69"
Lala1army,"Police, Fire, EMT",241,245074.66981377028,"$245,074.67"
Lala1army,"Police, Fire, EMT",242,246673.13435482833,"$246,673.13"
Lala1army,"Police, Fire, EMT",243,248278.11123829044,"$248,278.11"
Lala1army,"Police, Fire, EMT",244,249889.62699624564,"$249,889.63"
Lala1army,"Police, Fire, EMT",245,251507.70826887805,"$251,507.71"
Lala1army,"Police, Fire, EMT",246,253132.38180490717,"$253,132.38"
Lala1army,"Police, Fire, EMT",247,254763.6744620301,"$254,763.67"
Lala1army,"Police, Fire, EMT",248,256401.6132073655,"$256,401.61"
Lala1army,"Police, Fire, EMT",249,258046.22511789945,"$258,046.23"
Lala1army,"Police, Fire, EMT",250,259697.53738093295,"$259,697.54"
Lala1army,"Police, Fire, EMT",251,261355.5772945315,"$261,355.58"
Lala1army,"Police, Fire, EMT",252,263020.3722679763,"$263,020.37"
Lala1army,"Police, Fire, EMT",253,264691.9498222173,"$264,691.95"
Lala1army,"Police, Fire, EMT",254,266370.33759032824,"$266,370.34"
Lala1army,"Police, Fire, EMT",255,268055.56331796345,"$268,055.56"
Lala1army,"Police, Fire, EMT",256,269747.6548638164,"$269,747.65"
Lala1army,"Police, Fire, EMT",257,271446.6402000804,"$271,446.64"
Lala1army,"Police, Fire, EMT",258,273152.54741291096,"$273,152.55"
Lala1army,"Police, Fire, EMT",259,274865.40470289,"$274,865.40"
Lala1army,"Police, Fire, EMT",260,276585.2403854922,"$276,585.24"
Lala1army,"Police, Fire, EMT",261,278312.0828915528,"$278,312.08"
Lala1army,"Police, Fire, EMT",262,280045.960767738,"$280,045.96"
Lala1army,"Police, Fire, EMT",263,281786.9026770165,"$281,786.90"
Lala1army,"Police, Fire, EMT",264,283534.9373991335,"$283,534.94"
Lala1army,"Police, Fire, EMT",265,285290.0938310866,"$285,290.09"
Lala1army,"Police, Fire, EMT",266,287052.40098760306,"$287,052.40"
Lala1army,"Police, Fire, EMT",267,288821.88800162,"$288,821.89"
Lala1army,"Police, Fire, EMT",268,290598.58412476565,"$290,598.58"
Lala1army,"Police, Fire, EMT",269,292382.5187278429,"$292,382.52"
Lala1army,"Police, Fire, EMT",270,294173.721301315,"$294,173.72"
Lala1army,"Police, Fire, EMT",271,295972.221455793,"$295,972.22"
Lala1army,"Police, Fire, EMT",272,297778.0489225253,"$297,778.05"
Lala1army,"Police, Fire, EMT",273,299591.233553889,"$299,591.23"
Lala1army,"Police, Fire, EMT",274,301411.8053238834,"$301,411.81"
Lala1army,"Police, Fire, EMT",275,303239.79432862584,"$303,239.79"
Lala1army,"Police, Fire, EMT",276,305075.23078684876,"$305,075.23"
Lala1army,"Police, Fire, EMT",277,306918.14504039945,"$306,918.15"
Lala1army,"Police, Fire, EMT",278,308768.5675547418,"$308,768.57"
Lala1army,"Police, Fire, EMT",279,310626.5289194596,"$310,626.53"
Lala1army,"Police, Fire, EMT",280,312492.0598487625,"$312,492.06"
Lala1army,"Police, Fire, EMT",281,314365.19118199364,"$314,365.19"
Lala1army,"Police, Fire, EMT",282,316245.95388413937,"$316,245.95"
Lala1army,"Police, Fire, EMT",283,318134.3790463413,"$318,134.38"
Lala1army,"Police, Fire, EMT",284,320030.4978864102,"$320,030.50"
Lala1army,"Police, Fire, EMT",285,321934.34174934204,"$321,934.34"
Lala1army,"Police, Fire, EMT",286,323845.9421078362,"$323,845.94"
